DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Czechia,2023,14357.340,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Czechia,2024,17552.737,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2005,6986.948,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2006,7759.214,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2007,9121.268,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2008,12132.612,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2009,10190.342,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2010,11018.784,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2011,11195.906,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2012,13570.901,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2013,13690.240,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2014,18187.985,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2015,16328.275,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2016,16298.114,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2017,17457.964,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2018,17363.786,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2019,17454.591,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2020,16445.558,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2021,19580.520,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2022,20919.374,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2023,16474.577,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Germany,2024,21364.972,,
